img_path,clas,split,resized
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0495-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0495-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0496-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0496-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0497-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0497-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0497-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0497-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0497-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0497-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0499-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0499-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0499-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0499-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0499-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0499-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0500-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0500-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0501-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0501-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0501-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0501-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0501-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0501-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0502-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0502-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0503-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0503-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0504-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0504-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0505-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0505-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0505-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0505-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0505-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0505-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0506-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0506-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0507-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0507-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0508-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0508-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0509-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0509-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0509-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0509-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0509-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0509-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0510-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0510-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0511-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0511-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0511-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0511-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0511-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0511-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0512-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0512-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0513-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0513-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0514-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0514-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0515-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0515-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0516-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0516-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0517-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0517-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0517-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0517-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0519-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0519-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0519-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0519-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0519-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0519-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0520-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0520-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0521-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0521-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0522-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0522-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0523-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0523-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0523-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0523-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0523-0001-0003.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0523-0001-0003.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0523-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0523-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0524-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0524-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0525-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0525-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0525-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0525-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0525-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0525-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0526-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0526-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0527-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0527-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0528-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0528-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0529-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0529-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0530-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0530-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0531-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0531-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0531-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0531-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0532-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0532-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0533-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0533-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0533-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0533-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0533-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0533-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0534-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0534-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0535-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0535-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0536-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0536-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0537-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0537-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0538-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0538-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0539-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0539-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0539-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0539-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0539-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0539-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0540-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0540-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0541-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0541-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0542-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0542-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0543-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0543-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0543-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0543-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0544-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0544-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0545-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0545-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0545-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0545-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0545-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0545-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0546-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0546-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0547-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0547-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0548-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0548-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0549-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0549-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0549-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0549-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0549-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0549-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0551-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0551-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0551-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0551-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0551-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0551-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0552-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0552-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0553-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0553-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0553-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0553-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0553-0001-0003.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0553-0001-0003.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0553-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0553-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0554-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0554-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0555-0001-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0555-0001-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0555-0001-0002.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0555-0001-0002.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0555-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0555-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0556-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0556-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0557-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0557-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0559-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0559-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0560-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0560-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0561-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0561-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0562-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0562-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0563-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0563-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0564-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0564-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0565-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0565-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0566-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0566-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0568-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0568-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0569-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0569-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0570-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0570-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0571-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0571-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0574-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0574-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0575-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0575-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0577-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0577-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0578-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0578-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0579-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0579-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0580-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0580-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0581-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0581-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0582-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0582-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0583-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0583-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0584-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0584-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0586-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0586-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0588-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0588-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0590-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0590-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0591-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0591-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0592-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0592-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0593-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0593-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0595-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0595-0001.jpeg
